"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"25","2","2","1","1","4","4","4","2","2","3","2","1","1","2","2","2","4","3","3","2","5"
"26","2","2","2","2","3","2","3","4","3","2","3","3","1","4","2","3","1","2","1","7","5"
"27","1","2","1","2","3","3","4","3","3","3","4","2","4","3","2","2","1","4","2","4","2"
"28","2","1","1","2","1","2","1","3","3","4","2","4","1","2","3","4","4","2","4","1","2"
"29","2","2","2","2","1","3","1","2","4","1","3","3","2","1","4","2","2","1","1","2","2"
"30","1","2","1","2","3","1","2","4","1","3","1","4","1","4","3","4","2","1","2","2","7"
"31","1","1","1","1","1","3","2","2","1","2","3","4","1","3","1","3","4","3","1","4","8"
"32","1","2","2","1","4","3","1","2","4","2","4","2","1","2","3","1","3","4","4","7","7"
"33","1","1","2","2","2","1","1","4","4","3","2","2","1","1","1","2","1","2","3","5","8"
"34","1","1","2","2","4","2","1","1","1","4","3","4","3","3","2","1","1","4","3","2","6"
"35","2","2","2","2","4","2","2","3","2","4","1","2","1","3","1","2","3","1","1","6","1"
"36","2","2","2","2","3","4","1","3","1","2","2","1","4","3","3","1","2","3","1","5","4"
"37","2","2","1","1","3","2","3","2","1","1","1","2","4","2","4","1","1","1","3","1","8"
"38","2","1","1","2","1","4","3","4","1","4","3","2","4","1","2","2","3","3","4","3","7"
"39","1","2","2","1","4","1","3","1","2","2","1","4","4","1","2","3","4","1","4","5","2"
"40","2","2","1","1","2","3","4","3","3","4","3","3","3","4","1","1","4","1","3","5","7"
"41","2","2","1","1","3","4","1","1","3","1","4","4","1","1","1","3","2","4","3","3","1"
"42","2","1","1","2","2","4","2","3","4","2","1","3","4","2","1","3","1","4","4","2","3"
"43","1","2","2","1","3","3","4","1","1","4","2","3","1","1","4","4","1","3","4","6","3"
"44","1","2","1","2","1","4","4","2","2","4","1","4","2","1","1","1","1","2","2","7","4"
"45","1","2","2","1","1","2","2","3","2","3","2","3","2","4","2","1","2","4","4","3","8"
"46","2","1","2","1","3","3","3","3","2","4","4","1","3","1","3","3","3","2","2","2","8"
"47","2","1","2","1","1","2","1","1","1","3","4","1","4","4","1","2","4","1","2","7","3"
"48","1","2","1","2","2","4","1","1","3","2","3","1","2","2","2","4","3","1","2","6","8"
"49","1","2","2","1","1","4","4","4","4","3","3","1","3","3","3","3","1","1","4","1","1"
"50","1","2","1","2","2","2","3","2","1","2","2","3","3","1","3","2","4","4","2","8","1"
"51","1","1","1","1","2","1","1","2","2","4","4","3","4","3","3","4","1","1","1","3","5"
"52","1","2","2","1","2","2","3","4","3","1","4","2","2","3","1","4","4","3","4","2","4"
"53","1","1","2","2","2","3","3","3","2","3","3","4","4","2","4","4","2","3","3","7","1"
"54","2","2","1","1","4","2","2","1","4","3","3","3","4","1","3","4","3","2","3","4","4"
"55","1","2","1","2","4","1","3","3","4","1","3","1","1","3","4","1","4","2","2","3","3"
"56","1","1","2","2","3","2","4","2","4","2","1","1","3","4","1","4","3","3","3","3","2"
"57","1","1","2","2","3","4","2","1","2","2","4","3","2","3","4","2","4","2","3","1","7"
"58","1","2","2","1","3","1","2","2","3","4","3","1","4","2","1","2","2","2","4","8","6"
"59","2","1","2","1","4","3","2","4","3","2","2","4","3","2","4","2","1","1","2","3","4"
"60","1","1","1","1","2","3","3","1","4","4","1","1","1","4","2","2","2","4","1","1","4"
"61","2","1","1","2","3","3","3","1","4","3","2","4","2","3","1","1","3","1","4","8","5"
"62","2","2","2","2","1","1","3","1","2","1","2","1","3","2","1","4","1","4","1","4","7"
"63","2","1","2","1","3","1","1","4","4","4","1","3","2","2","2","1","4","3","2","4","1"
"64","2","2","2","2","2","1","2","2","3","3","4","4","3","1","2","1","3","3","1","1","3"
