"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"55","2","2","1","1","1","1","2","3","1","4","2","3","1","4","2","3","1","4","2","3","13"
"56","1","1","1","2","2","1","3","2","4","1","3","2","4","1","3","2","4","1","3","2","13"
"57","1","2","2","2","1","2","4","1","4","1","3","2","1","4","2","3","2","3","1","4","14"
"58","2","1","2","1","2","2","1","4","2","3","1","4","2","3","1","4","2","3","1","4","13"
"59","2","2","1","2","2","1","4","4","3","3","3","3","2","2","2","2","1","1","1","1","2"
"60","1","2","2","1","2","2","2","2","1","1","1","1","4","4","4","4","3","3","3","3","2"
"61","1","2","2","1","2","2","2","2","3","3","3","3","1","1","1","1","4","4","4","4","4"
"62","2","2","1","2","1","2","1","2","2","1","4","3","4","3","2","1","1","2","3","4","8"
"63","1","1","1","2","2","1","3","2","3","2","4","1","2","3","1","4","1","4","2","3","14"
"64","1","1","1","2","1","2","2","4","1","3","4","2","2","4","3","1","4","2","1","3","11"
