"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T"
"63","1","1","1","2","2","1","2","1","2","1","4","3","3","4","1","1","4","3","9"
"64","1","1","1","2","1","2","2","2","1","4","2","3","3","2","1","1","2","4","12"
"65","2","1","2","1","1","1","2","2","1","1","2","3","4","1","1","3","1","4","24"
"66","1","1","1","2","2","1","2","1","2","1","2","1","1","2","4","4","1","2","11"
"67","2","1","2","1","2","2","2","2","1","1","4","3","1","2","4","2","1","3","17"
"68","2","1","2","2","2","1","1","1","1","4","2","3","2","1","3","2","4","1","28"
"69","2","2","1","2","2","1","2","2","1","3","1","1","4","4","3","4","4","4","5"
"70","1","1","1","2","1","2","1","2","2","3","3","2","1","4","1","3","1","4","25"
"71","1","2","2","1","2","2","1","2","2","1","1","1","4","4","4","3","3","3","3"
"72","1","2","2","1","1","1","2","2","1","1","3","2","3","4","2","3","1","4","28"
"73","1","1","1","1","2","2","2","1","2","4","1","2","1","4","3","2","3","4","26"
"74","2","1","2","1","2","2","2","2","1","4","3","1","4","1","2","1","3","2","15"
"75","1","1","1","1","1","1","1","1","1","4","4","4","2","2","2","3","3","3","7"
"76","1","2","2","2","1","2","2","2","1","2","4","3","3","4","4","4","1","2","8"
"77","2","1","2","2","2","1","1","2","2","2","2","4","2","4","2","3","4","2","18"
"78","2","2","1","2","2","1","2","2","1","1","1","1","3","3","3","2","2","2","7"
"79","2","2","1","1","2","2","2","1","2","2","4","1","2","3","1","3","1","4","23"
"80","2","1","2","2","2","1","1","2","2","2","4","2","4","2","3","2","1","3","20"
"81","1","1","1","1","1","1","1","1","1","3","3","3","4","4","4","2","2","2","6"
"82","1","2","2","1","2","2","1","2","2","3","3","3","1","1","1","4","4","4","7"
"83","1","2","2","2","2","1","1","1","1","4","4","1","2","3","2","4","2","3","25"
"84","2","1","2","2","1","2","2","1","2","2","2","2","4","4","4","1","1","1","7"
"85","2","1","2","1","2","2","1","1","1","3","1","2","2","1","1","1","4","3","8"
"86","1","2","2","1","1","1","2","2","1","3","2","1","2","3","4","1","4","3","26"
"87","2","1","2","1","2","2","1","1","1","3","4","3","3","4","2","2","3","4","11"
"88","2","1","2","1","1","1","1","2","2","4","1","2","3","1","4","4","2","3","14"
"89","2","1","2","1","1","1","2","2","1","1","4","1","2","3","4","2","4","1","22"
"90","1","2","2","1","1","1","2","1","2","3","4","2","4","2","1","4","3","1","19"
"91","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1"
"92","2","1","2","2","2","1","1","2","2","2","1","3","1","3","4","1","2","4","19"
"93","1","1","1","1","2","2","2","2","1","4","1","3","1","3","3","2","1","3","21"
"94","1","1","1","2","1","2","1","2","2","3","4","1","2","3","3","1","3","2","24"
"95","1","1","1","1","1","1","1","1","1","2","2","2","3","3","3","4","4","4","3"
"96","1","2","2","2","1","2","1","1","1","2","4","1","3","1","4","2","3","4","16"
"97","2","1","2","1","2","2","2","2","1","3","1","4","2","4","1","3","2","1","16"
"98","2","1","2","2","1","2","2","1","2","3","3","3","3","3","3","3","3","3","1"
"99","1","2","2","1","2","2","1","2","2","1","4","4","1","1","3","4","4","4","4"
"100","1","1","1","2","1","2","2","2","1","3","4","2","2","1","3","4","1","2","13"
"101","2","1","2","2","2","1","1","2","2","2","3","1","3","1","1","4","3","1","21"
"102","1","2","2","2","1","2","1","1","1","1","2","4","1","4","3","4","2","3","15"
"103","2","1","2","1","1","1","1","2","2","1","2","4","4","3","1","2","3","4","13"
"104","2","1","2","1","2","2","1","1","1","3","2","1","1","2","3","3","2","1","9"
"105","2","2","1","1","2","2","1","1","1","2","1","3","3","4","2","1","4","3","13"
"106","2","2","1","1","1","1","2","1","2","3","4","2","3","2","1","2","4","1","15"
"107","1","1","1","2","2","1","1","2","2","3","2","1","3","4","2","4","3","1","17"
"108","2","2","1","1","2","2","1","1","1","1","3","2","2","3","4","4","3","1","12"
"109","1","1","1","1","1","1","1","1","1","2","4","4","1","1","2","1","1","1","5"
"110","1","1","1","1","1","1","1","1","1","2","1","1","4","4","1","2","2","2","2"
"111","1","2","2","1","2","2","1","2","2","1","2","2","3","3","2","1","1","1","2"
"112","1","2","2","2","2","1","1","1","1","4","2","3","4","1","3","1","3","2","23"
