"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T"
"28","2","2","2","2","2","1","1","2","1","1","1","1","1","2","1","2","2","1","6"
"29","2","1","1","1","2","2","1","2","2","2","1","1","2","1","1","1","2","2","16"
"30","1","1","2","2","1","1","1","2","2","1","2","1","2","1","2","2","1","2","16"
"31","2","1","1","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2"
"32","1","1","1","2","1","2","1","2","1","1","1","2","2","2","2","1","1","1","14"
"33","1","1","1","1","1","1","2","2","2","2","1","1","2","2","2","2","2","1","5"
"34","1","2","1","1","1","1","1","1","1","2","2","1","2","2","1","1","2","1","2"
"35","2","1","2","1","2","1","2","2","1","1","1","2","2","1","1","1","2","1","1"
"36","2","2","1","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","16"
"37","2","2","1","1","2","1","1","2","1","1","2","2","2","1","1","2","1","1","17"
"38","1","2","2","1","2","2","2","1","1","1","1","2","1","2","1","2","1","1","16"
"39","1","2","1","2","1","2","2","2","2","1","1","2","1","2","2","1","2","1","12"
"40","1","2","1","2","2","2","1","2","2","1","1","1","1","1","1","1","2","2","8"
"41","1","1","1","2","2","2","2","1","2","1","2","1","2","1","2","1","1","2","13"
"42","1","2","1","1","1","2","1","1","1","1","1","1","2","1","2","2","2","2","1"
"43","1","2","1","1","2","1","2","2","2","2","2","1","2","2","1","2","1","2","10"
"44","2","1","2","2","1","2","1","2","1","2","2","2","1","1","2","2","1","1","10"
"45","2","2","2","1","2","2","1","1","2","1","2","2","2","1","2","2","2","1","15"
"46","1","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","12"
"47","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","1","1","2","5"
"48","1","1","1","1","1","2","2","1","2","1","2","1","1","1","1","1","1","1","6"
"49","2","2","1","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1","8"
"50","1","1","1","2","2","1","1","2","1","1","2","1","1","2","2","1","2","2","9"
"51","1","1","2","1","2","1","2","2","1","2","2","1","1","1","2","2","1","1","8"
"52","1","2","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","5"
"53","2","2","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","1","11"
"54","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1","1","2","15"
"55","2","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","12"
"56","1","1","2","1","1","1","1","2","2","2","1","2","2","2","2","2","2","1","13"
"57","1","1","2","1","2","1","1","1","2","2","2","1","1","2","1","1","2","1","7"
"58","2","1","1","2","2","1","1","2","1","2","1","1","2","1","1","2","1","2","12"
"59","2","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2","2","10"
"60","2","1","2","1","2","2","1","2","1","1","2","1","2","2","2","1","2","2","4"
"61","1","2","2","2","1","1","2","2","1","1","1","1","2","1","2","2","2","1","3"
"62","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","1","2","15"
"63","2","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","2","1","15"
"64","1","2","1","2","1","1","2","1","2","2","1","2","1","1","1","2","1","2","4"
"65","2","2","2","2","2","1","1","1","2","2","1","2","2","2","2","1","1","2","6"
"66","1","2","2","2","2","1","1","1","1","2","1","2","2","1","2","1","1","2","2"
"67","2","2","2","1","1","2","1","2","2","2","1","1","2","2","1","2","1","2","11"
"68","1","1","1","1","1","2","2","2","1","2","2","2","2","1","2","2","2","2","6"
