"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T"
"23","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","1","2"
"24","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","3","3"
"25","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","3","7"
"26","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","8","10"
"27","1","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","8","3"
"28","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","9","6"
"29","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","6","9"
"30","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","8","8"
"31","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","5","14"
"32","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","9","12"
"33","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","5"
"34","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","8","11"
"35","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","6","4"
"36","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","5","10"
"37","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","7","7"
"38","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","8","2"
"39","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","7","5"
"40","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","9","14"
"41","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","8","1"
"42","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","6","1"
"43","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","3","1"
"44","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","7","3"
"45","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","5","7"
"46","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","4","8"
"47","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2"
"48","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","6","13"
"49","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","7","13"
"50","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","7"
"51","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","8"
"52","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","5","5"
"53","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","10","2"
"54","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","9","2"
"55","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","6","14"
"56","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","10"
"57","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","9","10"
"58","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","11"
"59","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","5","13"
"60","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","10","5"
"61","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","8","12"
"62","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","4","5"
"63","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","4"
"64","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","9"
"65","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","6","12"
"66","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","7","9"
"67","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","4","12"
"68","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","9","5"
"69","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","9","9"
"70","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","4","6"
"71","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","3","2"
"72","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","7","1"
"73","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","8","4"
"74","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","11"
"75","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","7","11"
"76","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","5","8"
"77","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","7","8"
"78","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","1","9","4"
"79","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","5","2"
"80","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","10","12"
"81","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","3","9"
"82","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","5","12"
"83","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","4","1"
"84","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","12"
"85","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","6","5"
"86","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","10"
"87","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","4","11"
"88","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","3","5"
"89","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","10","14"
"90","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","10","13"
"91","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","5","1"
"92","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","3"
"93","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","14"
"94","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","1","3"
"95","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","6","6"
"96","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","8","14"
"97","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","8","5"
"98","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","10","7"
"99","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","14"
"100","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","10","4"
"101","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","8","6"
"102","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","3","12"
"103","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","10","8"
"104","2","2","2","1","1","2","2","1","2","2","1","1","1","1","2","1","2","5","3"
"105","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","6","10"
"106","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","10","3"
"107","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","7","6"
"108","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","7","14"
"109","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","4","14"
"110","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","9"
"111","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","6"
"112","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","3","10"
"113","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","9","1"
"114","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","8","9"
"115","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","7"
"116","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","4","9"
"117","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","5","9"
"118","2","1","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","5","4"
"119","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","3","8"
"120","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","4"
"121","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","2","1"
"122","1","1","1","2","1","2","1","2","2","2","2","1","1","2","2","1","2","7","4"
"123","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","3","14"
"124","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","3","6"
"125","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","9","7"
"126","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","6","2"
"127","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","5"
"128","1","1","2","2","1","2","2","1","1","1","1","2","1","2","1","2","2","6","3"
"129","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","9","8"
"130","2","1","2","2","2","2","1","1","2","2","1","2","2","1","1","1","1","3","4"
"131","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","10","11"
"132","1","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","10"
"133","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","8","7"
"134","1","2","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","10","1"
"135","2","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","6","7"
"136","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4"
"137","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","1","8"
"138","1","1","1","2","2","1","1","2","1","1","2","2","2","2","1","2","1","10","9"
"139","2","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","9","13"
"140","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","1","1","7","10"
