"","name","nruns","lineage"
"1091","L128.2.86.4.4.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1092","L128.2.86.4.2.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1093","L128.2.85.4.14",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1094","L128.2.85.4.9.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1095","L128.2.85.4.7.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1096","L128.2.85.4.2.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1097","L128.2.85.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1098","L128.2.84.4.12.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1099","L128.2.84.4.7.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1100","L128.2.84.4.5.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1101","L128.2.84.4.4.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1102","L128.2.84.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1103","L128.2.83.4.10.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1104","L128.2.83.4.5.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1105","L128.2.83.4.3.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1106","L128.2.82.4.15",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1107","L128.2.82.4.10.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1108","L128.2.82.4.8.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1109","L128.2.82.4.3.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1110","L128.2.82.4.1.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1111","L128.2.81.4.13.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1112","L128.2.81.4.8.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1113","L128.2.81.4.6.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1114","L128.2.81.4.5.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1115","L128.2.81.4.1.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1116","L128.2.80.4.11.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1117","L128.2.80.4.6.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1118","L128.2.80.4.4.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1119","L128.2.79.4.16",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1120","L128.2.79.4.11.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1121","L128.2.79.4.9.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1122","L128.2.79.4.4.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1123","L128.2.79.4.2.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1124","L128.2.78.4.14.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1125","L128.2.78.4.9.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1126","L128.2.78.4.7.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1127","L128.2.78.4.6.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1128","L128.2.78.4.2.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1129","L128.2.78.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1130","L128.2.77.4.12.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1131","L128.2.77.4.7.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1132","L128.2.77.4.5.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1133","L128.2.77.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1134","L128.2.76.4.17",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1135","L128.2.76.4.12.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1136","L128.2.76.4.10.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1137","L128.2.76.4.5.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1138","L128.2.76.4.3.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1139","L128.2.75.4.15.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1140","L128.2.75.4.10.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1141","L128.2.75.4.8.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1142","L128.2.75.4.7.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1143","L128.2.75.4.3.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1144","L128.2.75.4.1.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1145","L128.2.74.4.13.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1146","L128.2.74.4.8.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1147","L128.2.74.4.6.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1148","L128.2.74.4.1.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1149","L128.2.73.4.18",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1150","L128.2.73.4.13.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1151","L128.2.73.4.11.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1152","L128.2.73.4.6.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1153","L128.2.73.4.4.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1154","L128.2.72.4.16.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1155","L128.2.72.4.11.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1156","L128.2.72.4.9.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1157","L128.2.72.4.8.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1158","L128.2.72.4.4.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1159","L128.2.72.4.2.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1160","L128.2.71.4.14.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1161","L128.2.71.4.9.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1162","L128.2.71.4.7.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1163","L128.2.71.4.2.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1164","L128.2.71.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1165","L128.2.70.4.19",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1166","L128.2.70.4.14.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1167","L128.2.70.4.12.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1168","L128.2.70.4.7.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1169","L128.2.70.4.5.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1170","L128.2.70.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1171","L128.2.69.4.17.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1172","L128.2.69.4.12.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1173","L128.2.69.4.10.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1174","L128.2.69.4.9.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1175","L128.2.69.4.5.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1176","L128.2.69.4.3.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1177","L128.2.68.4.15.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1178","L128.2.68.4.10.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1179","L128.2.68.4.8.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1180","L128.2.68.4.3.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1181","L128.2.68.4.1.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1182","L128.2.67.4.20",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1183","L128.2.67.4.15.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1184","L128.2.67.4.13.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1185","L128.2.67.4.8.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1186","L128.2.67.4.6.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1187","L128.2.67.4.1.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1188","L128.2.66.4.18.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1189","L128.2.66.4.13.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1190","L128.2.66.4.11.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1191","L128.2.66.4.10.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1192","L128.2.66.4.6.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1193","L128.2.66.4.4.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1194","L128.2.65.4.16.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1195","L128.2.65.4.11.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1196","L128.2.65.4.9.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1197","L128.2.65.4.4.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1198","L128.2.65.4.2.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1199","L128.2.64.4.21",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1200","L128.2.64.4.16.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1201","L128.2.64.4.14.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1202","L128.2.64.4.9.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1203","L128.2.64.4.7.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1204","L128.2.64.4.2.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1205","L128.2.64.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1206","L128.2.64.64.1",128,""
"1207","L128.2.63.4.19.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1208","L128.2.63.4.14.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1209","L128.2.63.4.12.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1210","L128.2.63.4.11.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1211","L128.2.63.4.7.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1212","L128.2.63.4.5.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1213","L128.2.63.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1214","L128.2.62.4.17.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1215","L128.2.62.4.12.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1216","L128.2.62.4.10.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1217","L128.2.62.4.5.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1218","L128.2.62.4.3.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1219","L128.2.61.4.22",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1220","L128.2.61.4.17.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1221","L128.2.61.4.15.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1222","L128.2.61.4.10.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1223","L128.2.61.4.8.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1224","L128.2.61.4.3.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1225","L128.2.61.4.1.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1226","L128.2.60.4.20.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1227","L128.2.60.4.15.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1228","L128.2.60.4.13.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1229","L128.2.60.4.12.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1230","L128.2.60.4.8.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1231","L128.2.60.4.6.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1232","L128.2.60.4.1.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1233","L128.2.59.4.18.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1234","L128.2.59.4.13.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1235","L128.2.59.4.11.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1236","L128.2.59.4.6.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1237","L128.2.59.4.4.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1238","L128.2.58.4.23",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1239","L128.2.58.4.18.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1240","L128.2.58.4.16.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1241","L128.2.58.4.11.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1242","L128.2.58.4.9.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1243","L128.2.58.4.4.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1244","L128.2.58.4.2.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1245","L128.2.57.4.21.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1246","L128.2.57.4.16.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1247","L128.2.57.4.14.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1248","L128.2.57.4.13.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1249","L128.2.57.4.9.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1250","L128.2.57.4.7.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1251","L128.2.57.4.2.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1252","L128.2.57.8.10",128,"2~3;4~18;8~10;:(4~1!2~3;)"
"1253","L128.2.56.4.19.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1254","L128.2.56.4.14.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1255","L128.2.56.4.12.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1256","L128.2.56.4.7.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1257","L128.2.56.4.5.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1258","L128.2.56.8.8.16.1",128,"2~5;4~17;8~8;16~1;:(4~1!2~3;)"
"1259","L128.2.55.4.24",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1260","L128.2.55.4.19.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1261","L128.2.55.4.17.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1262","L128.2.55.4.12.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1263","L128.2.55.4.10.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1264","L128.2.55.4.5.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1265","L128.2.55.4.3.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1266","L128.2.54.4.22.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1267","L128.2.54.4.17.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1268","L128.2.54.4.15.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1269","L128.2.54.4.14.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1270","L128.2.54.4.10.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1271","L128.2.54.4.8.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1272","L128.2.54.4.3.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1273","L128.2.54.4.1.8.10",128,"2~3;4~18;8~10;:(4~1!2~3;)"
"1274","L128.2.53.4.20.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1275","L128.2.53.4.15.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1276","L128.2.53.4.13.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1277","L128.2.53.4.8.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1278","L128.2.53.4.6.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1279","L128.2.53.4.1.8.8.16.1",128,"2~5;4~17;8~8;16~1;:(4~1!2~3;)"
"1280","L128.2.52.4.25",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1281","L128.2.52.4.20.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1282","L128.2.52.4.18.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1283","L128.2.52.4.13.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1284","L128.2.52.4.11.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1285","L128.2.52.4.6.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1286","L128.2.52.4.4.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1287","L128.2.51.4.23.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1288","L128.2.51.4.18.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1289","L128.2.51.4.16.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1290","L128.2.51.4.15.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1291","L128.2.51.4.11.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1292","L128.2.51.4.9.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1293","L128.2.51.4.4.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1294","L128.2.51.4.2.8.10",128,"2~3;4~18;8~10;:(4~1!2~3;)"
"1295","L128.2.50.4.21.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1296","L128.2.50.4.16.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1297","L128.2.50.4.14.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1298","L128.2.50.4.9.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1299","L128.2.50.4.7.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1300","L128.2.50.4.2.8.8.16.1",128,"2~5;4~17;8~8;16~1;:(4~1!2~3;)"
"1301","L128.2.50.8.11",128,"2~5;4~10;8~11;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1302","L128.2.49.4.26",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1303","L128.2.49.4.21.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1304","L128.2.49.4.19.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1305","L128.2.49.4.14.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1306","L128.2.49.4.12.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1307","L128.2.49.4.7.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1308","L128.2.49.4.5.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1309","L128.2.49.8.9.16.1",128,"2~4;4~15;8~9;16~1;:(4~1!2~3;)"
"1310","L128.2.48.4.24.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1311","L128.2.48.4.19.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1312","L128.2.48.4.17.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1313","L128.2.48.4.16.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1314","L128.2.48.4.12.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1315","L128.2.48.4.10.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1316","L128.2.48.4.5.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1317","L128.2.48.4.3.8.10",128,"2~3;4~18;8~10;:(4~1!2~3;)"
"1318","L128.2.47.4.22.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1319","L128.2.47.4.17.8.2.16.1",128,"2~5;4~31;8~2;16~1;:(4~1!2~3;)"
"1320","L128.2.47.4.15.8.5",128,"2~5;4~24;8~5;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1321","L128.2.47.4.10.8.5.16.1",128,"2~5;4~24;8~5;16~1;:(4~1!2~3;)"
"1322","L128.2.47.4.8.8.8",128,"2~5;4~17;8~8;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1323","L128.2.47.4.3.8.8.16.1",128,"2~5;4~17;8~8;16~1;:(4~1!2~3;)"
"1324","L128.2.47.4.1.8.11",128,"2~5;4~10;8~11;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1325","L128.2.46.4.27",128,"2~4;4~36;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1326","L128.2.46.4.22.16.1",128,"2~4;4~36;16~1;:(4~1!2~3;)"
"1327","L128.2.46.4.20.8.3",128,"2~4;4~29;8~3;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1328","L128.2.46.4.15.8.3.16.1",128,"2~4;4~29;8~3;16~1;:(4~1!2~3;)"
"1329","L128.2.46.4.13.8.6",128,"2~4;4~22;8~6;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1330","L128.2.46.4.8.8.6.16.1",128,"2~4;4~22;8~6;16~1;:(4~1!2~3;)"
"1331","L128.2.46.4.6.8.9",128,"2~4;4~15;8~9;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1332","L128.2.46.4.1.8.9.16.1",128,"2~4;4~15;8~9;16~1;:(4~1!2~3;)"
"1333","L128.2.45.4.25.8.1",128,"4~32;32~1;:(32~1!4~8;8~1;)(4~1;!2~3;)"
"1334","L128.2.45.4.20.8.1.16.1",128,"2~6;4~33;8~1;16~1;:(4~1!2~3;)"
"1335","L128.2.45.4.18.8.4",128,"2~6;4~26;8~4;16~1;:(16~1!4~5;)(4~1;!2~3;)"
"1336","L128.2.45.4.17.32.1",128,"4~32;32~1;:(4~1!2~3;)"
"1337","L128.2.45.4.13.8.4.16.1",128,"2~6;4~26;8~4;16~1;:(4~1!2~3;)"
"1338","L128.2.45.4.11.8.7",128,"2~3;4~25;8~7;:(4~1!2~3;)"
"1339","L128.2.45.4.6.8.7.16.1",128,"2~6;4~19;8~7;16~1;:(4~1!2~3;)"
"1340","L128.2.45.4.4.8.10",128,"2~3;4~18;8~10;:(4~1!2~3;)"
"1341","L128.2.44.4.23.8.2",128,"2~5;4~31;8~2;16~1;:(16~1!4~5;)(4~1;!2~3;)"
