"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R"
"98","1","1","1","2","2","2","1","2","2","2","1","2","2","1","2","2","10"
"99","2","1","2","2","1","2","1","2","2","1","1","1","1","2","1","6","21"
"100","1","2","2","2","1","2","2","1","2","1","1","2","1","1","2","4","13"
"101","1","2","2","2","1","1","1","2","1","1","2","1","2","2","2","4","3"
"102","2","2","1","1","1","2","2","2","2","2","2","2","1","2","1","4","18"
"103","2","2","1","1","1","2","1","1","2","1","2","1","2","2","2","6","3"
"104","1","1","2","1","2","2","2","1","1","1","2","1","2","2","2","5","3"
"105","1","2","2","1","1","2","2","1","1","2","1","2","1","2","1","5","20"
"106","1","1","1","2","1","1","2","1","2","2","1","1","1","2","1","4","8"
"107","1","2","2","2","1","1","1","2","1","2","2","2","1","1","1","6","2"
"108","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","6","11"
"109","2","1","1","2","1","2","2","2","1","1","1","2","1","2","2","6","7"
"110","2","2","1","1","1","2","1","1","2","2","2","2","1","1","1","5","9"
"111","1","2","2","2","1","1","1","2","2","1","2","1","2","2","1","1","20"
"112","1","2","2","1","2","1","1","1","2","2","2","2","2","1","1","4","14"
"113","1","1","1","2","1","1","2","1","2","2","1","1","2","2","2","5","15"
"114","1","2","1","1","2","1","2","2","2","2","2","1","1","1","2","5","12"
"115","2","2","2","2","2","1","2","2","1","1","2","1","1","2","2","2","19"
"116","1","1","1","2","1","1","2","1","2","1","1","1","2","1","1","6","10"
"117","1","2","1","2","1","2","1","1","2","1","1","1","2","1","1","2","18"
"118","2","1","2","1","1","1","2","2","2","1","2","1","2","1","1","2","22"
"119","1","2","1","2","2","2","1","1","1","2","1","1","2","1","2","5","8"
"120","1","1","2","2","2","1","2","2","1","2","2","1","2","2","1","1","5"
"121","2","1","2","2","2","1","1","1","2","1","1","2","2","2","2","2","16"
"122","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","22"
"123","2","2","1","2","2","1","2","1","1","1","1","1","1","1","2","3","14"
"124","2","1","1","1","2","2","2","1","2","2","1","2","1","1","1","1","3"
"125","1","2","2","1","2","1","1","1","2","2","1","1","1","2","2","2","2"
"126","1","2","1","2","2","2","1","1","1","2","1","2","2","2","1","4","4"
"127","1","2","2","2","2","2","1","1","2","1","2","1","1","2","2","4","22"
"128","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","3"
"129","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","13"
"130","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","3","11"
"131","1","1","2","1","1","2","1","2","2","1","2","1","1","2","1","4","7"
"132","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","15"
