"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T"
"27","1","2","2","2","1","2","1","2","1","1","4","3","3","4","1","1","4","3","4"
"28","2","2","1","2","2","2","1","2","4","2","3","2","1","4","3","1","3","2","1"
"29","2","1","2","2","1","1","2","2","3","2","4","2","4","2","3","2","1","3","12"
"30","2","2","1","1","1","2","2","1","2","2","1","3","4","2","3","4","3","1","11"
"31","2","1","1","1","1","2","1","2","4","2","3","4","2","1","3","1","2","4","6"
"32","1","1","1","2","2","1","2","2","2","3","3","3","1","1","1","4","4","4","13"
"33","1","1","1","2","2","1","2","2","2","4","4","4","3","3","3","1","1","1","11"
"34","2","1","2","2","1","1","2","2","3","2","1","3","1","3","4","1","2","4","10"
"35","1","1","1","2","2","1","2","2","2","1","2","2","3","3","2","1","1","1","3"
"36","2","1","1","2","2","2","2","1","3","4","3","1","4","1","2","1","3","2","2"
"37","1","1","2","2","1","2","2","1","4","3","3","3","2","2","2","1","1","1","5"
"38","1","2","2","2","1","2","1","2","2","4","3","1","1","2","4","3","2","1","12"
"39","1","2","1","2","2","1","1","1","3","3","1","2","2","1","1","1","4","3","2"
"40","2","1","1","1","1","2","1","2","2","3","2","4","2","4","4","1","2","4","14"
"41","1","1","1","1","1","1","1","1","1","2","4","4","1","1","2","1","1","1","9"
"42","1","2","2","2","1","2","1","2","1","1","1","2","2","1","2","2","3","4","6"
"43","1","2","1","2","2","1","1","1","4","3","2","1","4","2","3","3","1","4","14"
"44","2","2","1","1","1","2","2","1","3","1","2","3","4","1","1","3","1","4","5"
"45","1","2","2","2","1","2","1","2","2","3","1","4","4","1","2","2","1","3","10"
"46","2","1","1","2","2","2","2","1","1","4","1","3","1","3","3","2","1","3","14"
"47","1","2","1","1","1","1","2","2","3","1","2","4","4","3","1","2","3","4","12"
"48","1","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","1"
"49","2","2","1","2","2","2","1","2","4","2","1","4","3","2","2","4","2","3","5"
"50","2","1","2","2","1","1","2","2","1","3","2","1","3","4","2","4","3","1","6"
"51","1","2","2","1","2","2","2","1","1","3","4","2","2","1","3","4","1","2","12"
"52","1","1","1","2","2","1","2","2","2","1","1","1","4","4","4","3","3","3","5"
"53","1","1","2","2","1","2","2","1","4","3","2","2","3","3","1","2","2","2","7"
"54","1","2","2","1","2","2","2","1","2","2","2","1","1","2","1","1","4","3","6"
"55","1","2","2","1","2","2","2","1","2","2","3","4","4","3","2","2","3","4","4"
"56","1","1","2","1","2","2","1","2","3","4","1","1","4","4","2","1","1","1","7"
"57","2","1","2","1","2","1","1","1","2","2","4","1","3","1","4","2","3","4","4"
"58","1","2","1","2","2","1","1","1","3","3","3","4","4","3","4","4","1","2","6"
"59","1","2","1","1","1","1","2","2","4","4","4","3","3","4","3","3","2","1","6"
"60","1","1","2","1","2","2","1","2","3","3","3","3","3","3","3","3","3","3","1"
"61","2","2","2","1","2","1","2","2","1","3","2","3","4","1","2","4","2","3","1"
"62","2","2","1","1","1","2","2","1","3","1","1","4","3","2","3","1","3","2","7"
"63","1","1","2","1","2","2","1","2","3","2","2","2","4","4","4","1","1","1","13"
"64","2","1","2","1","2","1","1","1","4","1","3","1","3","1","4","1","2","4","12"
"65","2","2","1","2","2","2","1","2","1","4","1","2","1","4","3","2","3","4","9"
"66","1","2","2","2","1","2","1","2","1","1","3","4","4","3","3","3","2","1","2"
"67","2","1","2","2","1","1","2","2","3","2","2","4","2","4","2","3","4","2","8"
"68","2","2","1","2","2","2","1","2","4","2","2","3","4","1","4","2","4","1","7"
"69","2","1","1","2","2","2","2","1","1","4","4","2","4","2","4","1","2","4","8"
"70","2","1","1","1","1","2","1","2","2","3","4","2","4","2","1","4","3","1","10"
"71","1","1","1","1","1","1","1","1","1","4","4","4","2","2","2","3","3","3","13"
"72","1","2","1","1","1","1","2","2","4","4","1","2","2","1","4","4","1","2","4"
"73","2","1","1","2","2","2","2","1","3","1","4","3","1","2","4","2","1","3","6"
"74","1","2","1","2","2","1","1","1","4","1","3","2","2","3","4","4","3","1","10"
"75","1","1","1","1","1","1","1","1","1","2","2","2","3","3","3","4","4","4","5"
"76","1","1","2","1","2","2","1","2","3","4","2","2","3","3","4","3","3","3","9"
"77","2","2","2","2","1","1","1","1","2","4","3","2","1","4","4","2","4","1","5"
"78","2","1","1","2","2","2","2","1","3","3","1","4","2","4","1","3","2","1","4"
"79","2","2","1","2","2","2","1","2","1","2","4","1","4","3","1","4","2","3","13"
"80","1","1","1","1","1","1","1","1","1","2","3","3","2","2","4","3","3","3","7"
"81","2","2","2","1","2","1","2","2","4","1","4","3","4","1","2","3","2","1","9"
"82","1","1","2","1","2","2","1","2","3","4","4","4","1","1","1","2","2","2","5"
"83","2","1","1","1","1","2","1","2","2","3","1","3","1","3","2","3","4","2","12"
"84","1","2","1","1","1","1","2","2","3","4","1","2","3","1","4","4","2","3","14"
"85","1","1","1","1","1","1","1","1","1","2","1","1","4","4","1","2","2","2","3"
"86","1","1","2","2","1","2","2","1","4","2","2","2","1","1","1","3","3","3","11"
"87","2","2","1","1","1","2","2","1","2","1","3","2","3","4","2","3","1","4","13"
"88","1","2","1","1","1","1","2","2","4","4","3","4","4","3","1","1","4","3","8"
"89","2","1","1","2","2","2","2","1","1","4","3","1","3","1","2","3","4","2","10"
"90","2","2","1","1","1","2","2","1","3","1","4","1","2","3","4","2","4","1","1"
"91","1","2","2","2","1","2","1","2","1","1","2","1","1","2","4","4","1","2","8"
"92","1","1","2","1","2","2","1","2","3","4","3","3","2","2","3","4","4","4","3"
"93","1","1","2","2","1","2","2","1","4","1","1","1","3","3","3","2","2","2","13"
"94","2","1","2","2","1","1","2","2","1","2","1","3","2","3","4","3","1","4","2"
"95","2","2","2","2","1","1","1","1","2","4","4","1","2","3","2","4","2","3","7"
"96","2","1","1","1","1","2","1","2","2","3","3","1","3","1","3","2","1","3","8"
"97","2","2","2","1","2","1","2","2","4","3","1","4","1","2","4","1","3","2","13"
"98","2","2","2","2","1","1","1","1","2","4","2","3","4","1","3","1","3","2","3"
"99","1","2","1","2","2","1","1","1","4","2","1","3","3","4","2","1","4","3","12"
"100","2","2","2","1","2","1","2","2","1","3","1","4","3","2","4","2","4","1","3"
"101","1","2","1","2","2","1","1","1","3","3","2","1","1","2","3","3","2","1","4"
"102","2","2","2","2","1","1","1","1","2","4","1","4","3","2","1","3","1","4","1"
"103","1","1","1","2","2","1","2","2","2","1","3","3","2","2","1","2","2","2","9"
"104","1","2","2","2","1","2","1","2","2","1","4","3","2","4","1","1","3","2","14"
"105","2","1","2","1","2","1","1","1","4","1","1","3","1","3","1","4","3","1","8"
"106","2","1","2","2","1","1","2","2","1","1","3","2","4","2","3","1","4","3","4"
"107","1","1","2","1","2","2","1","2","3","1","1","1","2","2","2","4","4","4","11"
"108","1","2","1","1","1","1","2","2","4","4","2","1","1","2","2","2","3","4","2"
"109","1","1","2","2","1","2","2","1","4","3","4","4","1","1","4","3","3","3","3"
"110","2","2","2","1","2","1","2","2","1","3","4","1","2","3","3","1","3","2","5"
"111","2","2","2","2","1","1","1","1","3","4","2","3","2","1","3","2","4","1","13"
"112","2","1","2","2","1","1","2","2","3","2","3","1","3","1","1","4","3","1","14"
