"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"24","1","4","4","4","4","2","3","8","5","6","7","4","1","1","4","7","6","5","8","3","2"
"25","3","1","3","4","2","6","6","5","5","7","7","8","8","3","3","4","4","2","2","1","1"
"26","4","2","3","1","4","7","4","6","1","1","6","4","7","3","8","2","5","5","2","8","3"
"27","4","1","4","2","3","6","2","5","1","8","4","7","3","2","6","1","5","4","8","3","7"
"28","2","4","3","2","1","4","5","6","3","7","2","1","8","2","7","8","1","5","4","3","6"
"29","1","1","1","1","1","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8"
"30","1","4","4","4","4","3","2","5","8","7","6","1","4","4","1","6","7","8","5","2","3"
"31","4","2","3","1","4","5","2","8","3","3","8","2","5","1","6","4","7","7","4","6","1"
"32","2","3","4","1","2","1","7","5","3","2","8","6","4","3","5","7","1","4","6","8","2"
"33","3","1","3","4","2","1","1","2","2","4","4","3","3","8","8","7","7","5","5","6","6"
"34","2","4","3","2","1","6","3","4","5","1","8","7","2","8","1","2","7","3","6","5","4"
"35","4","1","4","2","3","3","7","4","8","1","5","2","6","7","3","8","4","5","1","6","2"
"36","2","4","3","2","1","5","4","3","6","2","7","8","1","7","2","1","8","4","5","6","3"
"37","2","1","2","3","4","8","4","8","4","7","3","7","3","5","1","5","1","6","2","6","2"
"38","3","4","2","1","3","5","8","4","1","4","1","5","8","3","2","6","7","6","7","3","2"
"39","2","3","4","1","2","8","2","4","6","7","1","3","5","6","4","2","8","5","3","1","7"
"40","2","2","1","4","3","6","1","8","3","1","6","3","8","7","4","5","2","4","7","2","5"
"41","1","2","2","2","2","3","4","1","2","7","8","5","6","3","4","1","2","7","8","5","6"
"42","3","1","3","4","2","5","5","6","6","8","8","7","7","4","4","3","3","1","1","2","2"
"43","4","4","1","3","2","4","5","5","4","6","3","3","6","7","2","2","7","1","8","8","1"
"44","3","4","2","1","3","8","5","1","4","1","4","8","5","2","3","7","6","7","6","2","3"
"45","1","3","3","3","3","8","6","4","2","8","6","4","2","7","5","3","1","7","5","3","1"
"46","2","1","2","3","4","4","8","4","8","3","7","3","7","1","5","1","5","2","6","2","6"
"47","3","4","2","1","3","7","6","2","3","2","3","7","6","1","4","8","5","8","5","1","4"
"48","4","3","2","4","1","2","8","5","3","4","6","7","1","5","3","2","8","7","1","4","6"
"49","4","3","2","4","1","1","7","6","4","3","5","8","2","6","4","1","7","8","2","3","5"
"50","4","3","2","4","1","7","1","4","6","5","3","2","8","4","6","7","1","2","8","5","3"
"51","4","1","4","2","3","5","1","6","2","7","3","8","4","1","5","2","6","3","7","4","8"
"52","2","2","1","4","3","7","4","5","2","4","7","2","5","6","1","8","3","1","6","3","8"
"53","3","2","4","3","1","4","3","1","2","5","6","8","7","5","6","8","7","4","3","1","2"
"54","1","3","3","3","3","3","1","7","5","3","1","7","5","4","2","8","6","4","2","8","6"
"55","2","1","2","3","4","6","2","6","2","5","1","5","1","7","3","7","3","8","4","8","4"
"56","3","3","1","2","4","4","2","7","5","1","3","6","8","6","8","1","3","7","5","4","2"
"57","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"58","1","2","2","2","2","8","7","6","5","4","3","2","1","8","7","6","5","4","3","2","1"
"59","4","1","4","2","3","8","4","7","3","6","2","5","1","4","8","3","7","2","6","1","5"
"60","4","3","2","4","1","5","3","2","8","7","1","4","6","2","8","5","3","4","6","7","1"
"61","1","4","4","4","4","7","6","1","4","3","2","5","8","8","5","2","3","4","1","6","7"
"62","3","4","2","1","3","1","4","8","5","8","5","1","4","7","6","2","3","2","3","7","6"
"63","3","2","4","3","1","7","8","6","5","2","1","3","4","2","1","3","4","7","8","6","5"
"64","2","3","4","1","2","7","1","3","5","8","2","4","6","5","3","1","7","6","4","2","8"
"65","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"66","3","4","2","1","3","4","1","5","8","5","8","4","1","6","7","3","2","3","2","6","7"
"67","3","2","4","3","1","1","2","4","3","8","7","5","6","8","7","5","6","1","2","4","3"
"68","3","2","4","3","1","5","6","8","7","4","3","1","2","4","3","1","2","5","6","8","7"
"69","3","4","2","1","3","6","7","3","2","3","2","6","7","4","1","5","8","5","8","4","1"
"70","3","2","4","3","1","2","1","3","4","7","8","6","5","7","8","6","5","2","1","3","4"
"71","2","1","2","3","4","5","1","5","1","6","2","6","2","8","4","8","4","7","3","7","3"
"72","4","1","4","2","3","2","6","1","5","4","8","3","7","6","2","5","1","8","4","7","3"
"73","3","3","1","2","4","5","7","2","4","8","6","3","1","3","1","8","6","2","4","5","7"
"74","1","2","2","2","2","6","5","8","7","2","1","4","3","6","5","8","7","2","1","4","3"
"75","4","4","1","3","2","1","8","8","1","7","2","2","7","6","3","3","6","4","5","5","4"
"76","1","2","2","2","2","5","6","7","8","1","2","3","4","5","6","7","8","1","2","3","4"
"77","4","2","3","1","4","4","7","1","6","6","1","7","4","8","3","5","2","2","5","3","8"
"78","3","2","4","3","1","6","5","7","8","3","4","2","1","3","4","2","1","6","5","7","8"
"79","2","2","1","4","3","2","5","4","7","5","2","7","4","3","8","1","6","8","3","6","1"
"80","1","4","4","4","4","1","4","7","6","5","8","3","2","2","3","8","5","6","7","4","1"
"81","2","2","1","4","3","8","3","6","1","3","8","1","6","5","2","7","4","2","5","4","7"
"82","3","4","2","1","3","2","3","7","6","7","6","2","3","8","5","1","4","1","4","8","5"
"83","2","2","1","4","3","4","7","2","5","7","4","5","2","1","6","3","8","6","1","8","3"
"84","2","4","3","2","1","1","8","7","2","6","3","4","5","3","6","5","4","8","1","2","7"
"85","3","3","1","2","4","2","4","5","7","3","1","8","6","8","6","3","1","5","7","2","4"
"86","2","4","3","2","1","7","2","1","8","4","5","6","3","5","4","3","6","2","7","8","1"
"87","4","2","3","1","4","8","3","5","2","2","5","3","8","4","7","1","6","6","1","7","4"
"88","1","3","3","3","3","7","5","3","1","7","5","3","1","8","6","4","2","8","6","4","2"
"89","3","1","3","4","2","2","2","1","1","3","3","4","4","7","7","8","8","6","6","5","5"
"90","1","1","1","1","1","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"91","3","3","1","2","4","3","1","8","6","2","4","5","7","5","7","2","4","8","6","3","1"
"92","2","1","2","3","4","7","3","7","3","8","4","8","4","6","2","6","2","5","1","5","1"
"93","4","3","2","4","1","4","6","7","1","2","8","5","3","7","1","4","6","5","3","2","8"
"94","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"95","3","2","4","3","1","3","4","2","1","6","5","7","8","6","5","7","8","3","4","2","1"
"96","4","4","1","3","2","7","2","2","7","1","8","8","1","4","5","5","4","6","3","3","6"
"97","4","1","4","2","3","7","3","8","4","5","1","6","2","3","7","4","8","1","5","2","6"
"98","3","3","1","2","4","1","3","6","8","4","2","7","5","7","5","4","2","6","8","1","3"
"99","1","3","3","3","3","6","8","2","4","6","8","2","4","5","7","1","3","5","7","1","3"
"100","4","4","1","3","2","6","3","3","6","4","5","5","4","1","8","8","1","7","2","2","7"
"101","2","1","2","3","4","1","5","1","5","2","6","2","6","4","8","4","8","3","7","3","7"
"102","1","2","2","2","2","1","2","3","4","5","6","7","8","1","2","3","4","5","6","7","8"
"103","4","2","3","1","4","2","5","3","8","8","3","5","2","6","1","7","4","4","7","1","6"
"104","2","2","1","4","3","1","6","3","8","6","1","8","3","4","7","2","5","7","4","5","2"
"105","3","3","1","2","4","8","6","3","1","5","7","2","4","2","4","5","7","3","1","8","6"
"106","4","4","1","3","2","8","1","1","8","2","7","7","2","3","6","6","3","5","4","4","5"
"107","4","1","4","2","3","1","5","2","6","3","7","4","8","5","1","6","2","7","3","8","4"
"108","1","1","1","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"109","1","3","3","3","3","4","2","8","6","4","2","8","6","3","1","7","5","3","1","7","5"
"110","2","3","4","1","2","2","8","6","4","1","7","5","3","4","6","8","2","3","5","7","1"
"111","1","3","3","3","3","1","3","5","7","1","3","5","7","2","4","6","8","2","4","6","8"
"112","1","4","4","4","4","8","5","2","3","4","1","6","7","7","6","1","4","3","2","5","8"
"113","4","1","4","2","3","4","8","3","7","2","6","1","5","8","4","7","3","6","2","5","1"
"114","2","4","3","2","1","2","7","8","1","5","4","3","6","4","5","6","3","7","2","1","8"
"115","1","4","4","4","4","6","7","4","1","2","3","8","5","5","8","3","2","1","4","7","6"
"116","1","2","2","2","2","2","1","4","3","6","5","8","7","2","1","4","3","6","5","8","7"
"117","2","4","3","2","1","8","1","2","7","3","6","5","4","6","3","4","5","1","8","7","2"
"118","4","3","2","4","1","6","4","1","7","8","2","3","5","1","7","6","4","3","5","8","2"
"119","1","4","4","4","4","5","8","3","2","1","4","7","6","6","7","4","1","2","3","8","5"
"120","4","3","2","4","1","8","2","3","5","6","4","1","7","3","5","8","2","1","7","6","4"
"121","3","1","3","4","2","4","4","3","3","1","1","2","2","5","5","6","6","8","8","7","7"
"122","4","2","3","1","4","3","8","2","5","5","2","8","3","7","4","6","1","1","6","4","7"
"123","2","3","4","1","2","6","4","2","8","5","3","1","7","8","2","4","6","7","1","3","5"
"124","4","2","3","1","4","1","6","4","7","7","4","6","1","5","2","8","3","3","8","2","5"
"125","3","1","3","4","2","3","3","4","4","2","2","1","1","6","6","5","5","7","7","8","8"
"126","2","2","1","4","3","5","2","7","4","2","5","4","7","8","3","6","1","3","8","1","6"
"127","2","3","4","1","2","3","5","7","1","4","6","8","2","1","7","5","3","2","8","6","4"
"128","4","4","1","3","2","2","7","7","2","8","1","1","8","5","4","4","5","3","6","6","3"
