"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"34","1","1","1","2","1","2","1","1","1","2","2","1","1","4","3","2","3","1","3","2","25"
"35","2","1","2","2","2","1","2","2","1","2","2","1","2","2","3","3","1","2","2","2","4"
"36","2","2","1","2","2","1","1","1","1","1","2","2","1","2","2","1","4","4","1","2","9"
"37","1","1","1","2","2","1","2","1","2","1","1","1","2","4","2","4","3","2","1","3","19"
"38","1","2","2","2","1","2","1","1","1","1","2","2","4","1","1","4","3","3","4","2","12"
"39","1","2","2","2","1","2","2","1","2","2","1","2","2","2","4","4","4","1","1","1","7"
"40","2","2","1","2","1","2","2","1","2","2","1","2","4","4","1","1","1","2","2","2","3"
"41","1","2","2","2","2","1","1","2","2","1","1","1","1","3","3","4","2","1","4","3","13"
"42","2","1","2","2","1","2","1","2","2","1","1","1","4","3","3","4","2","2","3","4","11"
"43","1","2","2","2","2","1","2","2","1","2","2","1","2","2","1","1","1","3","3","3","6"
"44","1","2","2","1","2","2","1","1","1","2","2","1","1","3","4","2","3","4","3","1","27"
"45","2","1","2","1","1","1","2","1","2","1","2","2","4","1","2","3","3","1","3","2","24"
"46","1","1","1","2","2","1","1","2","2","1","1","1","3","2","2","3","4","4","3","1","12"
"47","2","1","2","1","1","1","1","1","1","1","1","1","3","3","4","4","4","2","2","2","6"
"48","2","1","2","1","2","2","2","2","1","2","1","2","1","4","4","1","2","2","1","3","12"
"49","1","2","2","2","1","2","2","2","1","1","2","2","2","4","2","4","2","3","4","2","18"
"50","2","2","1","1","1","1","2","1","2","2","2","1","2","3","3","2","1","1","2","4","12"
"51","2","1","2","1","2","2","1","2","2","1","2","2","3","3","1","1","1","4","4","4","7"
"52","1","2","2","2","2","1","1","1","1","2","1","2","3","4","2","1","3","1","2","4","17"
"53","1","1","1","1","1","1","2","2","1","2","1","2","3","4","4","3","3","3","2","1","8"
"54","2","1","2","1","1","1","2","1","2","1","2","2","1","4","3","2","4","2","4","1","23"
"55","2","1","2","2","2","1","2","2","1","2","2","1","1","1","4","4","3","4","4","4","5"
"56","1","2","2","1","1","1","1","2","2","2","1","2","4","1","4","3","1","4","2","3","28"
"57","1","2","2","1","2","2","2","1","2","2","2","1","1","2","2","1","3","3","2","1","11"
"58","2","1","2","1","1","1","2","1","2","1","2","2","2","3","4","1","2","4","2","3","22"
"59","2","1","2","2","1","2","1","2","2","1","1","1","3","4","4","3","4","4","1","2","10"
"60","2","2","1","2","2","1","1","1","1","1","2","2","3","4","4","3","1","1","4","3","11"
"61","1","1","1","1","2","2","1","2","2","1","2","2","3","3","2","2","1","2","2","2","5"
"62","1","2","2","1","2","2","2","1","2","2","2","1","4","3","3","4","4","4","1","2","8"
"63","1","2","2","1","1","1","2","1","2","2","2","1","3","4","1","3","2","2","4","1","14"
"64","1","1","1","2","2","1","2","1","2","1","1","1","4","2","4","2","2","3","4","2","21"
"65","1","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1"
"66","2","2","1","1","2","2","2","1","2","1","1","1","1","2","4","3","1","3","4","2","17"
"67","1","1","1","1","2","2","1","2","2","1","2","2","4","4","1","1","3","4","4","4","4"
"68","1","1","1","1","2","2","2","2","1","2","1","2","4","3","2","4","1","1","3","2","14"
"69","1","2","2","2","2","1","1","2","2","2","1","2","4","1","2","3","1","3","1","4","23"
"70","2","1","2","1","2","2","1","1","1","2","2","1","2","1","2","3","4","1","4","3","26"
"71","1","2","2","2","2","1","1","2","2","2","1","2","1","4","3","2","2","4","2","3","24"
"72","1","1","1","2","2","1","2","2","1","2","2","1","1","1","3","3","3","2","2","2","7"
"73","1","1","1","1","2","2","1","1","1","2","2","1","3","2","3","4","2","3","1","4","28"
"74","2","2","1","1","2","2","2","2","1","1","1","1","1","4","3","2","1","3","1","4","22"
"75","1","1","1","2","1","2","2","1","2","2","1","2","1","1","2","2","2","4","4","4","6"
"76","2","1","2","1","2","2","1","1","1","2","1","2","3","1","3","1","3","2","1","3","18"
"77","1","2","2","2","2","1","1","2","2","2","1","2","2","3","4","1","4","2","4","1","25"
"78","1","2","2","2","1","2","2","2","1","1","2","2","3","1","3","1","1","4","3","1","21"
"79","2","1","2","1","2","2","1","1","1","2","1","2","2","4","2","4","4","1","2","4","21"
"80","1","1","1","2","1","2","1","1","1","2","2","1","3","2","1","4","2","4","2","3","23"
"81","1","1","1","1","2","2","2","1","2","1","1","1","2","4","1","4","3","4","2","3","15"
"82","2","1","2","2","1","2","1","2","2","2","2","1","1","4","2","4","1","3","2","1","16"
"83","2","2","1","1","1","1","1","2","2","2","1","2","1","2","1","4","3","2","3","4","26"
"84","2","1","2","1","1","1","2","1","2","1","2","2","3","2","1","4","1","3","1","4","25"
"85","2","1","2","2","2","1","1","1","1","2","1","2","4","2","3","2","1","2","4","1","15"
"86","2","2","1","2","1","2","2","1","2","2","1","2","2","2","3","3","4","3","3","3","5"
"87","2","1","2","1","1","1","2","2","1","1","2","2","2","1","3","4","2","4","3","1","17"
"88","2","2","1","1","2","2","2","2","1","1","1","1","2","3","4","1","3","1","3","2","23"
"89","2","1","2","2","1","2","2","2","1","1","1","1","4","2","1","3","2","1","2","4","27"
"90","2","1","2","2","2","1","1","2","2","1","1","1","2","1","4","2","3","3","1","4","14"
"91","2","1","2","2","1","2","1","2","2","1","1","1","2","1","1","2","3","3","2","1","9"
"92","1","2","2","1","2","2","2","1","2","1","1","1","4","1","3","1","4","2","3","4","16"
"93","1","2","2","1","2","2","2","1","2","2","2","1","3","4","4","3","2","2","3","4","9"
"94","2","2","1","1","1","1","1","2","2","2","2","1","1","3","1","3","3","2","1","3","21"
"95","2","1","2","1","2","2","1","1","1","2","1","2","1","3","1","3","2","3","4","2","20"
"96","2","2","1","2","1","2","2","1","2","2","1","2","1","1","4","4","2","1","1","1","4"
"97","1","1","1","1","1","1","1","2","2","2","1","2","2","4","3","1","4","3","4","2","27"
"98","1","1","1","1","1","1","2","2","1","2","1","2","1","2","2","1","2","2","3","4","10"
"99","1","1","1","2","1","2","1","1","1","1","2","2","2","4","4","3","1","2","3","4","13"
"100","1","1","1","1","2","2","1","2","2","1","2","2","1","1","4","4","4","3","3","3","3"
"101","1","1","1","1","1","1","2","2","1","2","1","2","4","3","3","4","1","1","4","3","9"
"102","2","2","1","1","1","1","1","2","2","2","2","1","3","1","3","1","2","3","4","2","19"
"103","2","2","1","1","1","1","1","2","2","2","2","1","4","2","4","2","4","1","2","4","18"
"104","1","2","2","2","1","2","2","2","1","1","2","2","4","2","4","2","3","2","1","3","20"
"105","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","4","4","1"
"106","1","2","2","1","1","1","2","2","1","1","2","2","1","3","2","3","4","3","1","4","15"
"107","1","2","2","1","1","1","1","1","1","1","1","1","3","3","2","2","4","3","3","3","4"
"108","1","1","1","1","1","1","2","2","1","2","1","2","2","1","1","2","4","4","1","2","11"
"109","1","1","1","2","1","2","1","1","1","2","2","1","2","3","4","1","1","3","1","4","24"
"110","2","2","1","2","1","2","2","2","1","1","1","1","2","3","2","1","3","2","4","1","28"
"111","2","2","1","1","2","2","2","2","1","1","1","1","4","1","2","3","2","4","2","3","25"
"112","1","1","1","2","2","1","2","1","2","1","1","1","1","3","1","3","1","4","3","1","18"
