"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T","U","V"
"62","1","1","1","2","2","2","1","2","2","1","2","2","1","2","4","4","1","4","1","1","3"
"63","2","1","1","2","2","1","2","2","2","1","2","1","1","1","2","3","2","4","4","3","6"
"64","1","2","2","2","1","2","2","1","1","1","1","1","2","2","3","3","1","3","3","1","8"
"65","2","2","2","1","2","1","1","1","1","1","1","2","2","1","2","3","1","1","4","1","7"
"66","1","2","1","2","2","1","1","1","1","2","2","1","1","1","1","4","3","3","3","4","2"
"67","2","2","1","1","1","2","1","2","2","2","1","1","1","1","2","1","1","4","2","2","5"
"68","2","2","2","2","1","1","1","1","2","1","2","1","2","2","3","3","4","2","1","2","3"
"69","1","1","2","1","2","1","2","2","1","1","1","1","1","1","2","4","1","3","1","2","5"
"70","2","2","1","2","2","1","2","2","1","2","2","2","1","2","3","3","1","1","2","4","9"
"71","1","1","1","1","1","2","2","1","2","1","2","2","1","2","4","2","3","1","3","4","5"
"72","2","2","2","1","2","1","2","2","2","2","1","1","1","1","3","2","2","2","3","1","1"
"73","1","2","1","2","2","2","2","1","1","2","2","1","1","1","4","3","1","2","1","3","10"
"74","2","1","2","1","2","2","2","1","1","1","1","2","1","2","1","3","3","4","2","2","4"
"75","1","2","2","1","2","2","2","1","2","1","2","2","2","1","2","4","1","2","3","4","4"
"76","1","1","2","1","2","1","2","2","1","2","2","1","2","2","1","1","4","1","4","4","3"
"77","1","1","2","2","1","2","2","1","2","2","1","2","2","1","4","4","4","4","4","4","1"
"78","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","3","2","3","3","3"
"79","1","1","1","2","2","2","1","2","2","2","1","2","2","1","3","1","4","2","4","3","5"
"80","2","1","2","1","2","1","2","2","2","2","1","1","2","2","4","3","4","3","1","4","2"
