"","A","B","C","D","E","F","G","H","J","K","L","M","N","O","P","Q","R","S","T"
"25","2","2","1","1","1","1","1","2","2","1","2","2","1","3","2","4","2","1","3"
"26","2","1","2","1","1","1","1","1","1","2","2","1","2","3","1","1","4","1","19"
"27","2","2","1","1","1","1","2","1","2","1","1","1","3","4","3","4","2","3","11"
"28","1","2","2","1","2","2","1","2","2","2","1","2","3","3","1","1","2","4","20"
"29","2","1","2","2","2","1","1","2","2","1","2","2","3","1","1","4","3","3","4"
"30","2","2","1","1","2","2","1","1","1","2","2","1","3","4","4","1","3","3","18"
"31","1","2","2","1","1","1","2","1","2","2","1","2","2","4","4","1","2","2","4"
"32","2","2","1","2","1","2","1","2","2","2","2","1","2","4","4","3","1","1","12"
"33","2","1","2","2","2","1","2","1","2","2","2","1","4","1","2","2","2","1","6"
"34","1","1","1","2","2","1","2","2","1","2","2","1","3","3","2","3","2","2","2"
"35","1","2","2","2","1","2","1","1","1","2","2","1","1","1","2","4","3","4","17"
"36","2","1","2","2","1","2","2","1","2","2","1","2","3","3","3","3","3","3","1"
"37","1","2","2","2","2","1","2","1","2","1","2","2","1","2","2","3","1","1","18"
"38","2","2","1","2","2","1","2","2","1","1","1","1","1","1","3","3","4","2","20"
"39","2","1","2","2","1","2","2","2","1","1","2","2","1","4","1","2","2","3","15"
"40","1","1","1","1","1","1","2","2","1","1","2","2","1","4","1","3","3","4","13"
"41","1","2","2","1","1","1","1","2","2","1","1","1","3","1","4","3","2","1","7"
"42","1","1","1","1","1","1","1","2","2","2","2","1","3","2","3","4","4","1","15"
"43","2","1","2","1","2","2","2","2","1","1","2","2","4","3","4","3","1","4","11"
"44","2","2","1","2","1","2","2","2","1","2","1","2","1","3","2","1","4","3","7"
"45","1","2","2","1","1","1","1","2","2","1","1","1","1","4","3","3","3","4","6"
"46","1","1","1","1","2","2","1","1","1","1","2","2","2","3","4","4","4","3","6"
"47","2","2","1","1","1","1","2","1","2","1","2","2","4","1","1","1","4","2","16"
"48","2","1","2","2","2","1","1","1","1","2","1","2","1","3","3","4","2","2","12"
"49","1","2","2","2","2","1","1","1","1","1","2","2","3","4","3","2","4","2","8"
"50","1","1","1","2","1","2","2","2","1","1","1","1","2","1","1","4","2","2","18"
"51","1","1","1","1","2","2","2","1","2","2","1","2","3","4","2","3","4","1","5"
"52","2","1","2","2","2","1","2","1","2","2","2","1","2","4","1","2","3","4","7"
"53","2","2","1","2","1","2","2","2","1","2","1","2","3","2","1","1","1","2","6"
"54","1","2","2","2","2","1","1","2","2","1","1","1","4","3","1","2","1","3","10"
"55","1","1","1","1","2","2","1","1","1","1","2","2","4","2","3","4","1","2","7"
"56","2","1","2","2","1","2","1","2","2","2","2","1","3","2","3","1","1","2","13"
"57","2","1","2","1","2","2","2","2","1","1","1","1","4","4","3","1","2","1","17"
"58","1","1","1","2","1","2","2","1","2","1","1","1","1","3","4","2","3","2","14"
"59","2","2","1","1","2","2","2","1","2","2","2","1","1","2","1","4","2","4","8"
"60","1","2","2","1","2","2","2","1","2","1","1","1","2","3","2","4","4","3","13"
"61","1","1","1","1","1","1","1","1","1","2","2","1","4","4","2","2","1","3","20"
"62","2","1","2","1","1","1","1","1","1","2","1","2","3","1","2","4","1","4","14"
"63","1","1","1","2","1","2","1","2","2","1","1","1","4","3","4","1","3","1","8"
"64","1","1","1","2","1","2","1","1","1","1","2","2","3","4","2","1","2","4","10"
"65","2","2","1","1","2","2","1","2","2","2","1","2","1","4","2","2","3","2","19"
"66","2","1","2","1","1","1","2","1","2","2","2","1","1","2","4","3","4","2","10"
"67","1","2","2","2","1","2","1","1","1","2","1","2","1","2","1","2","4","1","11"
"68","1","2","2","1","1","1","2","2","1","2","2","1","4","3","1","4","3","2","5"
"69","2","1","2","1","2","2","2","2","1","1","1","1","3","2","2","2","3","1","16"
"70","2","1","2","2","1","2","1","2","2","1","1","1","4","4","2","4","4","2","9"
"71","1","1","1","1","2","2","2","2","1","2","2","1","1","3","3","2","1","1","4"
"72","1","1","1","2","2","1","2","1","2","2","1","2","4","2","3","1","3","4","3"
"73","1","2","2","2","2","1","2","2","1","1","2","2","2","4","3","1","4","1","14"
"74","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"75","1","2","2","1","2","2","1","1","1","2","1","2","4","1","4","3","3","2","15"
"76","1","1","1","1","1","1","2","2","1","2","1","2","2","2","4","2","2","4","9"
"77","2","2","1","1","1","1","1","1","1","1","1","1","2","2","3","2","3","3","2"
"78","1","1","1","1","2","2","2","1","2","1","1","1","3","1","1","2","4","4","12"
"79","1","2","2","2","1","2","2","2","1","2","2","1","3","1","4","2","4","3","3"
"80","1","1","1","2","2","1","1","2","2","2","2","1","2","1","2","1","3","2","11"
